prefix,MA,Name,von,bis,dauer_min_str,auftrag_nummer,position_text,auaw1,auaw2,aw_ant_min_str,st_ant_pct_str,lstgrad,Anwes.,Produkt.,Pause,dauer_min,auaw_min,aw_ant_min,st_ant_pct
,,09:50               ,10:09               ,F,0:19                ,38219,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:18                ,0:18                ,1:35                ,"18,9%               ",2:08                ,2:07                ,,,19,18.0,95.0,18.9
,,10:09               ,10:36               ,F,0:27                ,39022,"1,06 W  Emissionsreduzierung",1:18                ,0:28                ,0:27                ,"103,7%              ",2:35                ,2:34                ,,,27,78.0,27.0,103.7
,,10:36               ,11:00               ,F,0:23                ,39022,"1,08 W  Emissionsreduktion",0:24                ,0:24                ,0:23                ,"104,3%              ",2:59                ,2:57                ,,,23,24.0,23.0,104.3
,,11:29               ,11:58               ,F,0:29                ,36253,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:54                ,0:13                ,1:20                ,"16,3%               ",,,,,29,54.0,80.0,16.3
,,12:57               ,13:28               ,F,0:31                ,38957,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,2:35                ,"15,5%               ",4:42                ,3:57                ,A,,31,24.0,155.0,15.5
,,13:28               ,13:48               ,F,0:20                ,39088,"1,07 G  INSTANDSETZUNG VERSCHIEDENES _",1:48                ,0:29                ,1:20                ,"36,3%               ",5:02                ,4:17                ,A,,20,108.0,80.0,36.3
,,13:48               ,14:01               ,F,0:13                ,39088,"2,01 [Position fehlt!]",??                  ,,,,5:15                ,4:30                ,A,,13,0.0,0.0,0.0
,,14:01               ,14:38               ,F,0:37                ,38067,"1,07 G  AUSTAUSCH SCHUTZLEISTE TUER HI",0:12                ,0:08                ,3:05                ,"4,3%                ",5:52                ,5:07                ,A,,37,12.0,185.0,4.3
,,14:38               ,15:16               ,F,0:38                ,39115,"1,01 W  Service-Check",0:24                ,0:24                ,0:38                ,"63,2%               ",6:30                ,5:45                ,A,,38,24.0,38.0,63.2
,,15:16               ,15:38               ,F,0:22                ,38067,"1,07 G  AUSTAUSCH SCHUTZLEISTE TUER HI",0:12                ,0:04                ,1:50                ,"3,6%                ",6:52                ,6:06                ,A,,22,12.0,110.0,3.6
,,16:09               ,16:54               ,F,0:45                ,38309,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:15                ,0:02                ,0:04                ,"50,0%               ",,,,,45,15.0,4.0,50.0
,,08:02               ,08:47               ,F,0:46                ,220190,"1,02 W  DIAGNOSEWERKZEUG-BETRIEB",0:18                ,0:06                ,0:46                ,"13,0%               ",0:51                ,0:46                ,,,46,18.0,46.0,13.0
,,08:48               ,09:44               ,F,0:57                ,219230,"1,04 G  IEB UPGRADE #1733",0:36                ,0:36                ,0:23                ,"156,5%              ",,,,,57,36.0,23.0,156.5
,,09:47               ,10:25               ,F,0:39                ,219376,"1,03 W  Inspektion nach 2 Jahren ohne SWS auff.",1:42                ,1:42                ,0:37                ,"275,7%              ",,,,,39,102.0,37.0,275.7
,,10:25               ,10:48               ,F,0:23                ,219377,"1,04 G  ECU-Update",0:18                ,0:18                ,0:23                ,"78,3%               ",2:51                ,2:44                ,,,23,18.0,23.0,78.3
,,10:48               ,11:17               ,F,0:29                ,220053,"2,01 W  Diagnose-RDKS",0:06                ,0:06                ,0:29                ,"20,7%               ",3:21                ,3:13                ,,,29,6.0,29.0,20.7
,,11:18               ,13:36               ,F,1:33                ,220053,"1,03 W  1. Inspektion nach 2 Jahren",1:42                ,1:42                ,1:06                ,"154,5%              ",,,,,93,102.0,66.0,154.5
,,13:36               ,13:45               ,F,0:09                ,38228,"1,05 G  Driver Airbag check & Replacement",0:12                ,0:12                ,0:45                ,"26,7%               ",5:03                ,4:55                ,AP,,9,12.0,45.0,26.7
,,13:45               ,14:04               ,F,0:19                ,220223,"1,04 G  GDS-Grundprüfung: Keine",0:06                ,0:06                ,0:03                ,"200,0%              ",,,,,19,6.0,3.0,200.0
,,08:01               ,08:12               ,F,0:11                ,220187,"1,04 G  BC3 Austausch der Kraftstoffpumpe",0:42                ,0:08                ,0:11                ,"72,7%               ",0:16                ,0:11                ,,,11,42.0,11.0,72.7
,,08:13               ,09:39               ,F,1:27                ,218899,"1,03 W  Inspektion nach 2 Jahren",1:54                ,1:54                ,1:23                ,"137,3%              ",,,,,87,114.0,83.0,137.3
,,09:39               ,10:05               ,F,0:26                ,218900,"1,04 G  ECU-Update",0:18                ,0:18                ,0:26                ,"69,2%               ",2:09                ,2:04                ,,,26,18.0,26.0,69.2
,,10:05               ,13:05               ,F,2:15                ,37263,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:38                ,"157,9%              ",,,,,135,60.0,38.0,157.9
,,13:05               ,13:50               ,F,0:45                ,220187,"1,04 G  BC3 Austausch der Kraftstoffpumpe",0:42                ,0:34                ,0:45                ,"75,6%               ",5:09                ,5:04                ,AP,,45,42.0,45.0,75.6
,,13:51               ,14:39               ,F,0:48                ,38783,"1,01 W  Vormontage 4 Räder",0:54                ,0:17                ,0:31                ,"54,8%               ",,,,,48,54.0,31.0,54.8
,,14:39               ,15:24               ,F,0:45                ,39000,"1,01 W  Inspektion nach 3 Jahren / 45 000 km",1:00                ,1:00                ,0:45                ,"133,3%              ",6:42                ,6:36                ,AP,,45,60.0,45.0,133.3
,,15:24               ,15:24               ,F,0:00                ,39114,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,--                  ,--                  ,--                  ,,,,,0,30.0,0.0,0.0
,,15:24               ,16:52               ,F,1:28                ,220189,"1,01 I  Vormontage 4 Räder intern",0:54                ,0:54                ,1:28                ,"61,4%               ",,,,,88,54.0,88.0,61.4
,,08:03               ,13:28               ,F,4:40                ,313449,"1,05 G  INSTANDSETZUNG VERSCHIEDENES _",5:30                ,2:44                ,4:40                ,"58,6%               ",4:43                ,4:40                ,AP,,280,330.0,280.0,58.6
,,13:28               ,14:49               ,F,1:21                ,313324,"1,02 W  4. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:53                ,0:44                ,"120,5%              ",,,,,81,60.0,44.0,120.5
,,14:50               ,15:56               ,F,1:06                ,313449,"1,05 G  INSTANDSETZUNG VERSCHIEDENES _",5:30                ,0:39                ,1:06                ,"59,1%               ",7:11                ,7:07                ,AP,,66,330.0,66.0,59.1
,,15:56               ,16:46               ,F,0:49                ,313453,"1,01 I  Ablieferungsdurchsicht - Technik",0:24                ,0:24                ,0:19                ,"126,3%              ",,,,,49,24.0,19.0,126.3
,,07:53               ,08:23               ,F,0:30                ,37856,"1,12 W  Dachverkleidung aus/einbauen",2:06                ,0:17                ,0:30                ,"56,7%               ",0:30                ,0:30                ,,,30,126.0,30.0,56.7
,,08:13               ,09:45               ,F,1:33                ,313401,"1,05 G  Partikelfilter reinigen",0:54                ,0:06                ,1:10                ,"8,6%                ",,,,,93,54.0,70.0,8.6
,,09:46               ,11:20               ,F,1:33                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,3:12                ,3:06                ,,,93,0.0,0.0,0.0
,,11:20               ,11:45               ,F,0:25                ,313401,"1,05 G  Partikelfilter reinigen",0:54                ,0:02                ,0:20                ,"10,0%               ",,,,,25,54.0,20.0,10.0
,,11:45               ,12:50               ,F,0:21                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,3:58                ,3:52                ,AP,,21,0.0,0.0,0.0
,,12:51               ,12:58               ,F,0:07                ,313324,"1,02 W  4. SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:07                ,0:06                ,"116,7%              ",,,,,7,60.0,6.0,116.7
,,12:58               ,13:26               ,F,0:28                ,313401,"1,05 G  Partikelfilter reinigen",0:54                ,0:02                ,0:20                ,"10,0%               ",,,,,28,54.0,20.0,10.0
,,13:26               ,14:16               ,F,0:50                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,5:23                ,5:16                ,AP,,50,0.0,0.0,0.0
,,14:16               ,14:42               ,F,0:26                ,313161,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:16                ,"187,5%              ",,,,,26,30.0,16.0,187.5
,,14:42               ,14:52               ,F,0:11                ,31,"9,01 I  Mitarbeiter Landau",--                  ,,,,6:00                ,5:53                ,AP,,11,0.0,0.0,0.0
,,16:28               ,16:58               ,F,0:30                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,8:05                ,7:58                ,AP,,30,0.0,0.0,0.0
,,08:58               ,08:58               ,F,0:00                ,38736,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,0:00                ,0:00                ,--                  ,,,,,0,60.0,0.0,0.0
,,08:58               ,10:57               ,F,1:59                ,219373,"1,01 W  Inspektion nach 3 Jahren",1:06                ,1:06                ,0:48                ,"137,5%              ",,,,,119,66.0,48.0,137.5
,,10:58               ,11:20               ,F,0:23                ,219375,"1,04 G  ECU-Update",0:18                ,0:18                ,0:23                ,"78,3%               ",3:35                ,2:22                ,,,23,18.0,23.0,78.3
,,11:41               ,14:06               ,F,1:40                ,220009,"1,01 W  Inspektion nach 4 Jahren",1:54                ,1:54                ,1:40                ,"114,0%              ",,,,,100,114.0,100.0,114.0
,,14:06               ,14:35               ,F,0:29                ,220054,"1,01 W  Zwischeninspektion durchführen",0:30                ,0:30                ,0:29                ,"103,4%              ",6:05                ,4:32                ,AP,,29,30.0,29.0,103.4
,,14:35               ,16:10               ,F,1:34                ,219753,"2,02 W  SEITEN)",0:42                ,0:34                ,1:22                ,"41,5%               ",,,,,94,42.0,82.0,41.5
,,16:10               ,17:19               ,F,1:09                ,39106,"1,01 I  Vormontage 4 Räder intern",0:54                ,0:18                ,0:18                ,"100,0%              ",,,,,69,54.0,18.0,100.0
,,07:47               ,08:24               ,F,0:36                ,219740,"1,01 W  Zwischeninspektion durchführen",0:30                ,0:30                ,0:36                ,"83,3%               ",0:36                ,0:36                ,,,36,30.0,36.0,83.3
,,08:45               ,09:55               ,F,1:10                ,219753,"1,01 W  Inspektion nach 120000km",1:54                ,1:54                ,0:51                ,"223,5%              ",,,,,70,114.0,51.0,223.5
