Kontonr EIGEN;Kontobezeichnung (rein informativ!) EIGEN;Kontonr ALTERNATIV;Kontobezeichnung ALTERNATIV;
813571;NW VE Saab 9.7 SUV Vermit Leas;-;-;
813572;NW VE Saab 9.7 SUV Vermit Leas;-;-;
813901;NW VE HHR an Kunden Kauf;-;-;
813902;NW VE HHR an Kunden Kauf;-;-;
813911;NW VE HHR an Kunden Leas;-;-;
813912;NW VE HHR an Kunden Leas;-;-;
813921;NW VE HHR an Gewerbekd Kauf;-;-;
813922;NW VE HHR an Gewerbekd Kauf;-;-;
813931;NW VE HHR an Gewerbekd Leas;-;-;
813932;NW VE HHR an Gewerbekd Leas;-;-;
813941;NW VE HHR an Großkd Kauf;-;-;
813942;NW VE HHR an Großkd Kauf;-;-;
813951;NW VE HHR an Großkd Leas;-;-;
813952;NW VE HHR an Großkd Leas;-;-;
813961;NW VE HHR an Vermittler Kauf;-;-;
813962;NW VE HHR an Vermittler Kauf;-;-;
813971;NW VE HHR an Vermittler Leas;-;-;
813972;NW VE HHR an Vermittler Leas;-;-;
814001;NW VE Spark an Kunden Kauf;-;-;
814002;NW VE Spark an Kunden Kauf;-;-;
814011;NW VE Spark an Kunden Leas;-;-;
814012;NW VE Spark an Kunden Leas;-;-;
814021;NW VE Spark an Gewkd Kauf;-;-;
814022;NW VE Spark an Gewkd Kauf;-;-;
814031;NW VE Spark an Gewkd Leas;-;-;
814032;NW VE Spark an Gewkd Leas;-;-;
814041;NW VE Spark an Großkd Kauf;-;-;
814042;NW VE Spark an Großkd Kauf;-;-;
814051;NW VE Spark an Großkd Leas;-;-;
814052;NW VE Spark an Großkd Leas;-;-;
814061;NW VE Spark an Vermittler Kauf;-;-;
814062;NW VE Spark an Vermittler Kauf;-;-;
814071;NW VE Spark an Vermitt Leas;-;-;
814072;NW VE Spark an Vermitt Leas;-;-;
814101;NW VE Kalos an Kunden Kauf;-;-;
814102;NW VE Kalos an Kunden Kauf;-;-;
814111;NW VE Kalos an Kunden Leasing;-;-;
814112;NW VE Kalos an Kunden Leasing;-;-;
814121;NW VE Kalos an Gewkd Kauf;-;-;
814122;NW VE Kalos an Gewkd Kauf;-;-;
814131;NW VE Kalos an Gewkd Leas;-;-;
814132;NW VE Kalos an Gewkd Leas;-;-;
814141;NW VE Kalos an Großkunden Kauf;-;-;
814142;NW VE Kalos an Großkunden Kauf;-;-;
814151;NW VE Kalos an Großkd Leas;-;-;
814152;NW VE Kalos an Großkd Leas;-;-;
814161;NW VE Kalos an Vermittler Kauf;-;-;
814162;NW VE Kalos an Vermittler Kauf;-;-;
814171;NW VE Kalos an Vermitt Leas;-;-;
814172;NW VE Kalos an Vermitt Leas;-;-;
814201;NW VE Camaro an Kunden Kauf;-;-;
814202;NW VE Camaro an Kunden Kauf;-;-;
814211;NW VE Camaro an KD Leas;-;-;
814212;NW VE Camaro an KD Leas;-;-;
814221;NW VE Camaro an Gewkd Kauf;-;-;
814222;NW VE Camaro an Gewkd Kauf;-;-;
814231;NW VE Camaro an Gewkd Leas;-;-;
814232;NW VE Camaro an Gewkd Leas;-;-;
814241;NW VE Camaro an Großkd Kauf;-;-;
814242;NW VE Camaro an Großkd Kauf;-;-;
814251;NW VE Camaro an Großkd Leas;-;-;
814252;NW VE Camaro an Großkd Leas;-;-;
814261;NW VE Camaro an Vermitt Kauf;-;-;
814262;NW VE Camaro an Vermitt Kauf;-;-;
814271;NW VE Camaro an Vermitt Leas;-;-;
814272;NW VE Camaro an Vermitt Leas;-;-;
814301;NW VE Trax an Kunden Kauf;-;-;
814302;NW VE Trax an Kunden Kauf;-;-;
814311;NW VE Trax an Kunden Leas;-;-;
814312;NW VE Trax an Kunden Leas;-;-;
814321;NW VE Trax an Gewkd Kauf;-;-;
814322;NW VE Trax an Gewkd Kauf;-;-;
814331;NW VE Trax an Gewd Kauf;-;-;
814332;NW VE Trax an Gewd Kauf;-;-;
814341;NW VE Trax an Großkd Kauf;-;-;
814342;NW VE Trax an Großkd Kauf;-;-;
814351;NW VE Trax an Gr0ßkd Leas;-;-;
814352;NW VE Trax an Gr0ßkd Leas;-;-;
814361;NW VE Trax an Vermitt Kauf;-;-;
814362;NW VE Trax an Vermitt Kauf;-;-;
814371;NW VE Trax an Vermitt Leas;-;-;
814372;NW VE Trax an Vermitt Leas;-;-;
814401;NW VE Cruze an Kunde Kauf;-;-;
814402;NW VE Cruze an Kunde Kauf;-;-;
814411;NW VE Cruze an Kunde Leas;-;-;
814412;NW VE Cruze an Kunde Leas;-;-;
814421;NW VE Cruze an Gewkd Kauf;-;-;
814422;NW VE Cruze an Gewkd Kauf;-;-;
814431;NW VE Cruze an Gewkd Leas;-;-;
814432;NW VE Cruze an Gewkd Leas;-;-;
814441;NW VE Cruze an Großkd Kauf;-;-;
814442;NW VE Cruze an Großkd Kauf;-;-;
814451;NW VE Cruze an Großkd Leas;-;-;
814452;NW VE Cruze an Großkd Leas;-;-;
814461;NW VE Cruze a Vermitt Kauf;-;-;
814462;NW VE Cruze a Vermitt Kauf;-;-;
814471;NW VE Cruze a Vermitt Leas;-;-;
814472;NW VE Cruze a Vermitt Leas;-;-;
814501;NW VE Orlando an Kunden Kauf;-;-;
814502;NW VE Orlando an Kunden Kauf;-;-;
814511;NW VE Orlando an Kunden Leas;-;-;
814512;NW VE Orlando an Kunden Leas;-;-;
814521;NW VE Orlando an Gewkd Kauf;-;-;
814522;NW VE Orlando an Gewkd Kauf;-;-;
814531;NW VE Orlando an Gewkd Leas;-;-;
814532;NW VE Orlando an Gewkd Leas;-;-;
814541;NW VE Orlando an GroßKd Kauf;-;-;
814542;NW VE Orlando an GroßKd Kauf;-;-;
814551;NW VE Orlando an Großkd Leas;-;-;
814552;NW VE Orlando an Großkd Leas;-;-;
814561;NW VE Orlando an Vermitt Kauf;-;-;
814562;NW VE Orlando an Vermitt Kauf;-;-;
814571;NW VE Orlando an Vermitt Leas;-;-;
814572;NW VE Orlando an Vermitt Leas;-;-;
814601;NW VE Evanda an Kunden Kauf;-;-;
814602;NW VE Evanda an Kunden Kauf;-;-;
814611;NW VE Evanda an Kd Leas;-;-;
814612;NW VE Evanda an Kd Leas;-;-;
814621;NW VE Evanda an Gewkd Kauf;-;-;
814622;NW VE Evanda an Gewkd Kauf;-;-;
814631;NW VE Evanda an Gewkd Leas;-;-;
814632;NW VE Evanda an Gewkd Leas;-;-;
814641;NW VE Evanda an Großkd Kauf;-;-;
814642;NW VE Evanda an Großkd Kauf;-;-;
814651;NW VE Evanda an Großkd Leas;-;-;
814652;NW VE Evanda an Großkd Leas;-;-;
814661;NW VE Evanda an Vermitt Kauf;-;-;
814662;NW VE Evanda an Vermitt Kauf;-;-;
814671;NW VE Evanda an Vermitt Leas;-;-;
814672;NW VE Evanda an Vermitt Leas;-;-;
814701;NW VE Aveo an Kunden Kauf;-;-;
814702;NW VE Aveo an Kunden Kauf;-;-;
814711;NW VE Aveo an Kunden Leas;-;-;
814712;NW VE Aveo an Kunden Leas;-;-;
814721;NW VE Aveo an Gewkd Kauf;-;-;
814722;NW VE Aveo an Gewkd Kauf;-;-;
814731;NW VE Aveo an Gewkd Leas;-;-;
814732;NW VE Aveo an Gewkd Leas;-;-;
814741;NW VE Aveo an Großkd Kauf;-;-;
814742;NW VE Aveo an Großkd Kauf;-;-;
814751;NW VE Aveo an Großkd Leas;-;-;
814752;NW VE Aveo an Großkd Leas;-;-;
814761;NW VE Aveo an Vermitt Kauf;-;-;
814762;NW VE Aveo an Vermitt Kauf;-;-;
814771;NW VE Aveo an Vermitt Leas;-;-;
814772;NW VE Aveo an Vermitt Leas;-;-;
814801;NW VE Captiva an Kunden Kauf;-;-;
814802;NW VE Captiva an Kunden Kauf;-;-;
814811;NW VE Captiva an Kunden Leas;-;-;
814812;NW VE Captiva an Kunden Leas;-;-;
814821;NW VE Captiva an Gewkd Kauf;-;-;
814822;NW VE Captiva an Gewkd Kauf;-;-;
814831;NW VE Captiva an Gewkd Leas;-;-;
814832;NW VE Captiva an Gewkd Leas;-;-;
814841;NW VE Captiva an Großkd Kauf;-;-;
814842;NW VE Captiva an Großkd Kauf;-;-;
814851;NW VE Captiva an Großkd Leas;-;-;
814852;NW VE Captiva an Großkd Leas;-;-;
814861;NW VE Captiva an Vermitt Kauf;-;-;
814862;NW VE Captiva an Vermitt Kauf;-;-;
814871;NW VE Captiva an Vermitt Leas;-;-;
814872;NW VE Captiva an Vermitt Leas;-;-;
814901;NW VE Malibu an Kunden Kauf;-;-;
814902;NW VE Malibu an Kunden Kauf;-;-;
814911;NW VE Malibu an Kunden Leas;-;-;
814912;NW VE Malibu an Kunden Leas;-;-;
814921;NW VE Malibu an Gewkd Kauf;-;-;
814922;NW VE Malibu an Gewkd Kauf;-;-;
814931;NW VE Malibu an Gewkd Leas;-;-;
814932;NW VE Malibu an Gewkd Leas;-;-;
814941;NW VE Malibu an Großkd Kauf;-;-;
814942;NW VE Malibu an Großkd Kauf;-;-;
814951;NW VE Malibu an Großkd Leas;-;-;
814952;NW VE Malibu an Großkd Leas;-;-;
814961;NW VE Malibu an Vermitt Kauf;-;-;
814962;NW VE Malibu an Vermitt Kauf;-;-;
814971;NW VE Malibu an Vermitt Leas;-;-;
814972;NW VE Malibu an Vermitt Leas;-;-;
815001;NW VE sonst NW PKW<>GM Kd;-;-;
815002;NW VE sonst NW PKW<>GM Kd;-;-;
815021;NW VE sonst NW PKW<>GMGewkd;-;-;
815022;NW VE sonst NW PKW<>GMGewkd;-;-;
815101;NW VE sonst NW NFZ GM u. A. Kd;-;-;
815102;NW VE sonst NW NFZ GM u. A. Kd;-;-;
815121;NW VE sonst NW NFZ GM Gew;-;-;
815122;NW VE sonst NW NFZ GM Gew;-;-;
815501;VE NFZ-Fahrzeugaufbauten;-;-;
815502;VE NFZ-Fahrzeugaufbauten;-;-;
815601;VE NFZ-Fahrzeugumbauten;-;-;
815602;VE NFZ-Fahrzeugumbauten;-;-;
816001;VE NW an andere Hdl;-;-;
816002;VE NW an andere Hdl;-;-;
816501;VE eigene Anschlussgarantie;-;-;
816502;VE eigene Anschlussgarantie;-;-;
816601;Greiner Gar. steuerfrei;-;-;
816602;Greiner Gar. steuerfrei;-;-;
817001;Sonst.Verk.Erlöse NW;-;-;
817002;Sonst.Verk.Erlöse NW;-;-;
817051;Erlöse Umlage Hyundai;-;-;
817052;Erlöse Umlage Hyundai;-;-;
817101;Prov.aus Vers.u.Finanz.;-;-;
817102;Prov.aus Vers.u.Finanz.;-;-;
817201;Provisionen aus NW-Finanz;-;-;
817202;Provisionen aus NW-Finanz;-;-;
817301;Provisionen aus NW-Vers;-;-;
817302;Provisionen aus NW-Vers;-;-;
817501;Zulassungsgebühren NW;-;-;
817502;Zulassungsgebühren NW;-;-;
817801;GMAC Vers.Prov.MWST-frei;-;-;
817802;GMAC Vers.Prov.MWST-frei;-;-;
817901;Sonst.Erlöse NW MWST-frei;-;-;
817902;Sonst.Erlöse NW MWST-frei;-;-;
818001;VE VFW Opel PKW Kd;-;-;
818002;VE VFW Opel PKW Kd;-;-;
818011;VE VFW Opel PKW Hdl;-;-;
818012;VE VFW Opel PKW Hdl;-;-;
818101;VE VFW Opel NFZ Kd;-;-;
818102;VE VFW Opel NFZ Kd;-;-;
818111;VE VFW Opel NFZ Hdl;-;-;
818112;VE VFW Opel NFZ Hdl;-;-;
818201;VE VFW Leapmotor PKW Kd;-;-;
818202;VE VFW Leapmotor PKW Kd;-;-;
818211;VE VFW Leapmotor PKW Hdl;-;-;
818212;VE VFW Leapmotor PKW Hdl;-;-;
818401;VE VFW Chev PKW Kd;-;-;
818402;VE VFW Chev PKW Kd;-;-;
818411;VE VFW Chev PKW Hdl;-;-;
818412;VE VFW Chev PKW Hdl;-;-;
818501;VE VFW Chev NFZ Kd;-;-;
818502;VE VFW Chev NFZ Kd;-;-;
818511;VE VFW Chev NFZ Hdl;-;-;
818512;VE VFW Chev NFZ Hdl;-;-;
819001;VE Mietwagen PKW Kunden G2;-;-;
819002;VE Mietwagen PKW Kunden G2;-;-;
819101;VE Mietwagen NFZ Kunden G2;-;-;
819102;VE Mietwagen NFZ Kunden G2;-;-;
819201;VE Mietwagen PKW Kunden;-;-;
819202;VE Mietwagen PKW Kunden;-;-;
819301;VE Mietwagen NFZ Kunden;-;-;
819302;VE Mietwagen NFZ Kunden;-;-;
819411;VE Mietwagen PKW Handel;-;-;
819412;VE Mietwagen PKW Handel;-;-;
819511;VE Mietwagen NFZ Handel;-;-;
819512;VE Mietwagen NFZ Handel;-;-;
820001;VE GW aus Eint a Kd G2 reg;-;-;
820002;VE GW aus Eint a Kd G2 reg;-;-;
820101;VE GW aus Eint a Kd G2 diff;-;-;
820102;VE GW aus Eint a Kd G2 diff;-;-;
820151;VE GW aus Eint a Kd G2 üEK;-;-;
820152;VE GW aus Eint a Kd G2 üEK;-;-;
820201;VE GW aus Eint an Kd reg;-;-;
820202;VE GW aus Eint an Kd reg;-;-;
820301;VE GW aus Eint an Kd diff;-;-;
820302;VE GW aus Eint an Kd diff;-;-;
820351;VE GW aus Eint an Kd über EK;-;-;
820352;VE GW aus Eint an Kd über EK;-;-;
820711;VE GW aus Eint an Hdl reg;-;-;
820712;VE GW aus Eint an Hdl reg;-;-;
820811;VE GW aus Eint an Hdl diff;-;-;
820812;VE GW aus Eint an Hdl diff;-;-;
820851;VE GW aus Eint an Hdl über EK;-;-;
820852;VE GW aus Eint an Hdl über EK;-;-;
821001;VE GW aus Zuk an Kd G2 reg;-;-;
821002;VE GW aus Zuk an Kd G2 reg;-;-;
821101;VE GW aus Zuk an Kd G2 diff;-;-;
821102;VE GW aus Zuk an Kd G2 diff;-;-;
821151;VE GW aus Zuk an Kd G2 üEK;-;-;
821152;VE GW aus Zuk an Kd G2 üEK;-;-;
821201;VE GW aus Zuk an Kd reg;-;-;
821202;VE GW aus Zuk an Kd reg;-;-;
821301;VE GW aus Zukauf an Kd diff;-;-;
821302;VE GW aus Zukauf an Kd diff;-;-;
821351;VE GW aus Zukauf an Kd über EK;-;-;
821352;VE GW aus Zukauf an Kd über EK;-;-;
821711;VE GW aus Zukauf an Hdl reg;-;-;
821712;VE GW aus Zukauf an Hdl reg;-;-;
821811;VE GW aus Zukauf an Hdl diff;-;-;
821812;VE GW aus Zukauf an Hdl diff;-;-;
821851;VE GW aus Zukauf an Hdl üEK;-;-;
821852;VE GW aus Zukauf an Hdl üEK;-;-;
822001;VE GW NFZ an Kd G2 reg;-;-;
822002;VE GW NFZ an Kd G2 reg;-;-;
822101;VE GW NFZ  an Kd G2 diff;-;-;
822102;VE GW NFZ  an Kd G2 diff;-;-;
822151;VE GW NFZ an Kd G2 üEK;-;-;
822152;VE GW NFZ an Kd G2 üEK;-;-;
822201;VE GW NFZ  an Kd reg;-;-;
822202;VE GW NFZ  an Kd reg;-;-;
822301;VE GW NFZ  an Kd diff;-;-;
822302;VE GW NFZ  an Kd diff;-;-;
822351;VE GW NFZ  an Kunden über EK;-;-;
822352;VE GW NFZ  an Kunden über EK;-;-;
822711;VE GW NFZ an Hdl reg;-;-;
822712;VE GW NFZ an Hdl reg;-;-;
822811;VE GW NFZ  an Hdl diff;-;-;
822812;VE GW NFZ  an Hdl diff;-;-;
822851;VE GW NFZ  an Händler über EK;-;-;
822852;VE GW NFZ  an Händler über EK;-;-;
823001;VE GW aus Leasing an Kd G2;-;-;
823002;VE GW aus Leasing an Kd G2;-;-;
823101;VE GW aus Leasing an Kd;-;-;
823102;VE GW aus Leasing an Kd;-;-;
823601;VE GW aus Leasing an Hdl;-;-;
823602;VE GW aus Leasing an Hdl;-;-;
824001;VE GW a Geschwg Kd G2 reg;-;-;
824002;VE GW a Geschwg Kd G2 reg;-;-;
824101;VE GW a Geschwg Kd G2 diff;-;-;
824102;VE GW a Geschwg Kd G2 diff;-;-;
824151;VE GW Geschwg Kd G2 üEK;-;-;
824152;VE GW Geschwg Kd G2 üEK;-;-;
824201;VE GW a.Rent/VW Kd reg;-;-;
824202;VE GW a.Rent/VW Kd reg;-;-;
824301;VE GW a.Rent/VW Kd diff;-;-;
824302;VE GW a.Rent/VW Kd diff;-;-;
824351;VE GW aus Geschwg an Kd üEK;-;-;
824352;VE GW aus Geschwg an Kd üEK;-;-;
824711;VE GW aus Rent an Hdl reg;-;-;
824712;VE GW aus Rent an Hdl reg;-;-;
824811;VE GW aus Geschwg an Hdl diff;-;-;
824812;VE GW aus Geschwg an Hdl diff;-;-;
824851;VE GW aus Geschwg an Hdl üEK;-;-;
824852;VE GW aus Geschwg an Hdl üEK;-;-;
825001;VE GW Leasingdurchläufer;-;-;
825002;VE GW Leasingdurchläufer;-;-;
825101;VE GW Leasdurchläufer G2;-;-;
825102;VE GW Leasdurchläufer G2;-;-;
825501;VE GW Schrottfahrzeuge reg;-;-;
825502;VE GW Schrottfahrzeuge reg;-;-;
825601;VE GW Schrottfahrzeuge diff;-;-;
825602;VE GW Schrottfahrzeuge diff;-;-;
825651;VE GW Schrottfahrzeuge über EK;-;-;
825652;VE GW Schrottfahrzeuge über EK;-;-;
826001;VE GW innerh Firmgru PKW reg;-;-;
826002;VE GW innerh Firmgru PKW reg;-;-;
826101;VE GW innerh Firmgru NFZ reg;-;-;
826102;VE GW innerh Firmgru NFZ reg;-;-;
826201;VE GW innerh Firmgru PKW dif;-;-;
826202;VE GW innerh Firmgru PKW dif;-;-;
826251;VE GW innerh Firmgru PKW üEK;-;-;
826252;VE GW innerh Firmgru PKW üEK;-;-;
826301;VE GW innerh Firmgru NFZ diff;-;-;
826302;VE GW innerh Firmgru NFZ diff;-;-;
826351;VE GW innerh Firmgru NFZ üEK;-;-;
826352;VE GW innerh Firmgru NFZ üEK;-;-;
827001;Sonstige Verkaufserlöse GW;-;-;
827002;Sonstige Verkaufserlöse GW;-;-;
827011;ERL.GW FINANZ.st.frei;-;-;
827012;ERL.GW FINANZ.st.frei;-;-;
827021;Selbstbeh.1000 Tage-Gar.frei;-;-;
827022;Selbstbeh.1000 Tage-Gar.frei;-;-;
827051;Erlöse Umlage Hyundai;-;-;
827052;Erlöse Umlage Hyundai;-;-;
827101;GIVIT Garantien;-;-;
827102;GIVIT Garantien;-;-;
827201;Greiner Sorgl.Paket GW;-;-;
827202;Greiner Sorgl.Paket GW;-;-;
827301;Provisionen aus GW- Versich;-;-;
827302;Provisionen aus GW- Versich;-;-;
827401;VE GW Lohnaufbereitung intern;-;-;
827402;VE GW Lohnaufbereitung intern;-;-;
827411;GW-GAR.;-;-;
827412;GW-GAR.;-;-;
827501;Zulassungsgebühren GW;-;-;
827502;Zulassungsgebühren GW;-;-;
827601;Verkaufshilfen VFW und GW;-;-;
827602;Verkaufshilfen VFW und GW;-;-;
830001;VE GM OT an Kunde Mechanik;-;-;
830002;VE GM OT an Kunde Mechanik;-;-;
830101;VE GM OT an VH;-;-;
830102;VE GM OT an VH;-;-;
830201;VE GM OT an Verbraucher;-;-;
830202;VE GM OT an Verbraucher;-;-;
830301;VE GM OT an Freie Werkstätten;-;-;
830302;VE GM OT an Freie Werkstätten;-;-;
830311;VE GM OT an Wiederverk/Großkd;-;-;
830312;VE GM OT an Wiederverk/Großkd;-;-;
830401;VE GM OT an verb Unternehmen;-;-;
830402;VE GM OT an verb Unternehmen;-;-;
830501;VE GM OT aus Rep. Paketen Mec;-;-;
830502;VE GM OT aus Rep. Paketen Mec;-;-;
830601;VE GM OT aus Gar&Kulanz Mech;-;-;
830602;VE GM OT aus Gar&Kulanz Mech;-;-;
830691;VE GM OT aus GWL o.St;-;-;
830692;VE GM OT aus GWL o.St;-;-;
830701;VE GM OT intern Mechanik;-;-;
830702;VE GM OT intern Mechanik;-;-;
830801;VE GM OT Vers Mechanik o.St;-;-;
830802;VE GM OT Vers Mechanik o.St;-;-;
830901;VE GM OT an SP;-;-;
830902;VE GM OT an SP;-;-;
831001;VE ATZ/OET an Kd Mechanik;-;-;
831002;VE ATZ/OET an Kd Mechanik;-;-;
831101;VE ATZ/OET Wiederverk&Großkd;-;-;
831102;VE ATZ/OET Wiederverk&Großkd;-;-;
831201;VE ATZ/OET an Verbraucher;-;-;
831202;VE ATZ/OET an Verbraucher;-;-;
831301;VE AT/FR.W;-;-;
831302;VE AT/FR.W;-;-;
831311;VE AT/GR.A;-;-;
831312;VE AT/GR.A;-;-;
831501;VE ATZ/OET aus Rep.-Paket Mech;-;-;
831502;VE ATZ/OET aus Rep.-Paket Mech;-;-;
831601;VE ATZ/OET GWL&Kulanz Mechanik;-;-;
831602;VE ATZ/OET GWL&Kulanz Mechanik;-;-;
831691;VE ATZ/OET GWL&Kulanz o.St;-;-;
831692;VE ATZ/OET GWL&Kulanz o.St;-;-;
831701;VE ATZ/OET intern Mechanik;-;-;
831702;VE ATZ/OET intern Mechanik;-;-;
831801;VE ATZ/OET Vers. Mechanik o.St;-;-;
831802;VE ATZ/OET Vers. Mechanik o.St;-;-;
831901;VE Gebrauchte Teile;-;-;
831902;VE Gebrauchte Teile;-;-;
832001;VE Reifen;-;-;
832002;VE Reifen;-;-;
832701;VE Reifen Intern;-;-;
832702;VE Reifen Intern;-;-;
833001;VE TE/KDD;-;-;
833002;VE TE/KDD;-;-;
833011;VE TE/WVK;-;-;
833012;VE TE/WVK;-;-;
833021;VE TE/EV;-;-;
833022;VE TE/EV;-;-;
833061;VE TE/GL;-;-;
833062;VE TE/GL;-;-;
833071;VE TE/INT;-;-;
833072;VE TE/INT;-;-;
833091;VE TE/AOS;-;-;
833092;VE TE/AOS;-;-;
834001;VE Eigene Kraftstoffe;-;-;
834002;VE Eigene Kraftstoffe;-;-;
834701;VE Eigene Kraftstoffe intern;-;-;
834702;VE Eigene Kraftstoffe intern;-;-;
835001;VE Eigene Öle;-;-;
835002;VE Eigene Öle;-;-;
835601;VE OELE GL;-;-;
835602;VE OELE GL;-;-;
835701;VE Eigene Öle intern;-;-;
835702;VE Eigene Öle intern;-;-;
836001;Chevrolet Teile;-;-;
836002;Chevrolet Teile;-;-;
836061;Chevrolet Teile GWL;-;-;
836062;Chevrolet Teile GWL;-;-;
836071;Chevrolet Teile intern;-;-;
836072;Chevrolet Teile intern;-;-;
837001;Sonstige Erlöse Teile;-;-;
837002;Sonstige Erlöse Teile;-;-;
837051;Erlöse Umlage Hyundai;-;-;
837052;Erlöse Umlage Hyundai;-;-;
837091;Selbstbeh.1000 Tage-Gar.frei;-;-;
837092;Selbstbeh.1000 Tage-Gar.frei;-;-;
837101;Sonst.Erl.T&Z Mwst-frei;-;-;
837102;Sonst.Erl.T&Z Mwst-frei;-;-;
838001;VE NAV Teile an Kunden;-;-;
838002;VE NAV Teile an Kunden;-;-;
838101;VE NAV Teile an VH;-;-;
838102;VE NAV Teile an VH;-;-;
838201;VE NAV Teile an Verbraucher;-;-;
838202;VE NAV Teile an Verbraucher;-;-;
838301;VE NAV Teile an FW und Großkd;-;-;
838302;VE NAV Teile an FW und Großkd;-;-;
838401;VE NAV Teile an verbundene UN;-;-;
838402;VE NAV Teile an verbundene UN;-;-;
838501;VE NAV Teile Aus Rep.- Paketen;-;-;
838502;VE NAV Teile Aus Rep.- Paketen;-;-;
838601;VE NAV Teile Garantie+Kulanz;-;-;
838602;VE NAV Teile Garantie+Kulanz;-;-;
838691;VE NAV Teile G+K (nicht stb);-;-;
838692;VE NAV Teile G+K (nicht stb);-;-;
838701;VE NAV Teile intern;-;-;
838702;VE NAV Teile intern;-;-;
838801;VE NAV Teile Versicherung;-;-;
838802;VE NAV Teile Versicherung;-;-;
838901;VE NAV Teile an OSP;-;-;
838902;VE NAV Teile an OSP;-;-;
839001;Erlösschmälerungen Teile;-;-;
839002;Erlösschmälerungen Teile;-;-;
839101;weiterber Warenbezugskosten;-;-;
839102;weiterber Warenbezugskosten;-;-;
840001;Lohnerlöse Kd Mechanik;-;-;
840002;Lohnerlöse Kd Mechanik;-;-;
840501;Lohnerlöse aus Rep-Paketen;-;-;
840502;Lohnerlöse aus Rep-Paketen;-;-;
840601;Lohnerlöse Garantie+Kulanz;-;-;
840602;Lohnerlöse Garantie+Kulanz;-;-;
840691;Lohnerlöse G+K (n.stb);-;-;
840692;Lohnerlöse G+K (n.stb);-;-;
840701;Lohnerlöse intern;-;-;
840702;Lohnerlöse intern;-;-;
840801;Löhnerlöse Versicherung Mech;-;-;
840802;Löhnerlöse Versicherung Mech;-;-;
841001;Lohnerlöse Kaross.Kunden;-;-;
841002;Lohnerlöse Kaross.Kunden;-;-;
841601;Lohnerlöse G+K (Karosserie);-;-;
841602;Lohnerlöse G+K (Karosserie);-;-;
841691;Lohnerlöse G+K Karo nicht stb;-;-;
841692;Lohnerlöse G+K Karo nicht stb;-;-;
841701;Lohnerlöse intern Karosserie;-;-;
841702;Lohnerlöse intern Karosserie;-;-;
841801;Lohnerlöse Versicherung Karo;-;-;
841802;Lohnerlöse Versicherung Karo;-;-;
843001;VE Fremdleistungen Kunden;-;-;
843002;VE Fremdleistungen Kunden;-;-;
843601;VE Fremdleistungen G+K;-;-;
843602;VE Fremdleistungen G+K;-;-;
843691;VE Fremdleistungen G+K (n.stb);-;-;
843692;VE Fremdleistungen G+K (n.stb);-;-;
843701;VE Fremdleistungen intern;-;-;
843702;VE Fremdleistungen intern;-;-;
843801;VE Fremdl Versicherung;-;-;
843802;VE Fremdl Versicherung;-;-;
847001;Sonstige Erlöse Mechanik;-;-;
847002;Sonstige Erlöse Mechanik;-;-;
847011;VE AdBlue;-;-;
847012;VE AdBlue;-;-;
847051;Erlöse Umlage Hyundai;-;-;
847052;Erlöse Umlage Hyundai;-;-;
847071;So.Erlöse Service Intern;-;-;
847072;So.Erlöse Service Intern;-;-;
847081;Reparaturkosten Versicherung Real Garant;-;-;
847082;Reparaturkosten Versicherung Real Garant;-;-;
847091;Sonst.Erl.Service Mwst-frei;-;-;
847092;Sonst.Erl.Service Mwst-frei;-;-;
847101;Erlöse Waschanlage Landau;-;-;
847102;Erlöse Clean Park Landau;-;-;
847201;Erlöse KS Autoglas;-;-;
847202;Erlöse KS Autoglas;-;-;
847301;Erlöse Waschanlage DEG;-;-;
847302;Erlöse Waschanlage DEG;-;-;
849001;Erlösschmälerungen Mechanik;-;-;
849002;Erlösschmälerungen Mechanik;-;-;
849101;Erlösschmälerungen Karosserie;-;-;
849102;Erlösschmälerungen Karosserie;-;-;
850001;Erlöse Greiner Garantie;-;-;
850002;Erlöse Greiner Garantie;-;-;
850601;Lohnerlöse G+K Lackiererei;-;-;
850602;Lohnerlöse G+K Lackiererei;-;-;
850691;Lohnerlöse G+K Lack n.stb;-;-;
850692;Lohnerlöse G+K Lack n.stb;-;-;
850701;Lohnerlöse Intern Lack;-;-;
850702;Lohnerlöse Intern Lack;-;-;
850801;Lohnerlöse Versicherung Lack;-;-;
850802;Lohnerlöse Versicherung Lack;-;-;
859001;Erlösschmälerungen Lackiererei;-;-;
859002;Erlösschmälerungen Lackiererei;-;-;
860001;VE Shop Tankst.Eging 19%;-;-;
860002;VE Shop Tankst.Eging 19%;-;-;
860011;VE Diesel Tankstelle Eging;-;-;
860012;VE Diesel Tankstelle Eging;-;-;
860021;VE Super Tankstelle Eging;-;-;
860022;VE Super Tankstelle Eging;-;-;
860031;VE Shop Tankst.Eging 7 %;-;-;
860032;VE Shop Tankst.Eging 7 %;-;-;
860041;VE Tankst.Eging Intern;-;-;
860042;VE Tankst.Eging Intern;-;-;
861001;VE aus Fahrzeugvermietung;-;-;
861002;VE aus Fahrzeugvermietung;-;-;
861501;VE Fahrzg.vermietung st.frei;-;-;
861502;VE Fahrzg.vermietung st.frei;-;-;
861701;VE aus Fahrzeugverm. intern;-;-;
861702;VE aus Fahrzeugverm. intern;-;-;
861721;VE Mietwagen Gewährl.ohne UST;-;-;
